,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,sh_against,sot_against,dist_against,fk_against,pk_against,pkatt_against,season,team
0,2023-08-12,15:30,DFB-Pokal,Round of 64,Sat,Away,W,8,0,FC Teutonia Ottensen,,,66.0,11035,Lukáš Hrádecký,4-2-3-1,Tom Bauer,Match Report,,22.0,11.0,,,1,1,5.0,1.0,,,0,0,2024,Bayer Leverkusen
1,2023-08-19,15:30,Bundesliga,Matchweek 1,Sat,Home,W,3,2,RB Leipzig,1.4,1.6,44.0,29464,Lukáš Hrádecký,3-4-3,Felix Brych,Match Report,,11.0,7.0,19.0,0.0,0,0,14.0,6.0,15.5,0.0,0,0,2024,Bayer Leverkusen
2,2023-08-26,18:30,Bundesliga,Matchweek 2,Sat,Away,W,3,0,Gladbach,2.7,0.9,60.0,54042,Lukáš Hrádecký,3-4-3,Christian Dingert,Match Report,,24.0,11.0,15.8,0.0,0,0,12.0,2.0,19.4,0.0,0,0,2024,Bayer Leverkusen
3,2023-09-02,15:30,Bundesliga,Matchweek 3,Sat,Home,W,5,1,Darmstadt 98,2.8,0.4,72.0,29653,Lukáš Hrádecký,3-4-3,Sven Jablonski,Match Report,,25.0,13.0,17.3,1.0,0,0,5.0,1.0,17.8,0.0,0,0,2024,Bayer Leverkusen
4,2023-09-15,20:30,Bundesliga,Matchweek 4,Fri,Away,D,2,2,Bayern Munich,2.1,2.1,49.0,75000,Lukáš Hrádecký,3-4-3,Daniel Schlager,Match Report,,12.0,4.0,20.7,1.0,1,1,16.0,9.0,13.1,0.0,0,0,2024,Bayer Leverkusen
5,2023-09-21,18:45,Europa Lg,Group stage,Thu,Home,W,4,0,se Häcken,3.0,0.4,56.0,25402,Jonathan Tah,4-4-2,Manfredas Lukjančukas,Match Report,,22.0,10.0,20.2,0.0,0,0,11.0,6.0,21.4,0.0,0,0,2024,Bayer Leverkusen
6,2023-09-24,15:30,Bundesliga,Matchweek 5,Sun,Home,W,4,1,Heidenheim,3.4,0.5,71.0,29557,Lukáš Hrádecký,3-4-3,Christian Dingert,Match Report,,20.0,9.0,16.7,0.0,1,1,2.0,2.0,13.8,0.0,0,0,2024,Bayer Leverkusen
7,2023-09-30,15:30,Bundesliga,Matchweek 6,Sat,Away,W,3,0,Mainz 05,1.1,0.5,55.0,33305,Lukáš Hrádecký,3-4-3,Benjamin Brand,Match Report,,6.0,3.0,20.6,2.0,0,0,10.0,3.0,18.7,1.0,0,0,2024,Bayer Leverkusen
8,2023-10-05,21:00,Europa Lg,Group stage,Thu,Away,W,2,1,no Molde,1.7,1.3,62.0,8190,Jonathan Tah,3-4-3,Anastasios Papapetrou,Match Report,,12.0,3.0,16.4,1.0,0,0,15.0,5.0,16.9,0.0,0,0,2024,Bayer Leverkusen
9,2023-10-08,15:30,Bundesliga,Matchweek 7,Sun,Home,W,3,0,Köln,3.2,1.3,64.0,30210,Lukáš Hrádecký,3-4-3,Felix Zwayer,Match Report,,23.0,10.0,16.6,0.0,0,0,7.0,3.0,11.3,0.0,0,0,2024,Bayer Leverkusen
10,2023-10-21,15:30,Bundesliga,Matchweek 8,Sat,Away,W,2,1,Wolfsburg,1.9,1.4,58.0,28917,Lukáš Hrádecký,3-4-3,Marco Fritz,Match Report,,13.0,7.0,14.1,0.0,0,0,18.0,6.0,20.1,1.0,0,0,2024,Bayer Leverkusen
11,2023-10-26,21:00,Europa Lg,Group stage,Thu,Home,W,5,1,az Qarabağ,2.5,0.9,61.0,29039,Robert Andrich,4-2-3-1,Horațiu Fesnic,Match Report,,21.0,10.0,16.4,2.0,0,0,2.0,1.0,32.1,0.0,1,1,2024,Bayer Leverkusen
12,2023-10-29,17:30,Bundesliga,Matchweek 9,Sun,Home,W,2,1,Freiburg,1.4,0.9,70.0,30210,Lukáš Hrádecký,3-4-3,Daniel Siebert,Match Report,,18.0,4.0,20.5,1.0,0,0,10.0,3.0,15.4,0.0,0,0,2024,Bayer Leverkusen
13,2023-11-01,18:00,DFB-Pokal,Round of 32,Wed,Away,W,5,2,Sandhausen,,,73.0,10222,Jonathan Tah,4-2-3-1,Richard Hempel,Match Report,,30.0,11.0,,,1,1,11.0,3.0,,,0,0,2024,Bayer Leverkusen
14,2023-11-04,15:30,Bundesliga,Matchweek 10,Sat,Away,W,3,2,Hoffenheim,1.0,1.7,53.0,30150,Lukáš Hrádecký,3-4-3,Frank Willenborg,Match Report,,9.0,5.0,17.8,0.0,0,0,12.0,7.0,20.8,0.0,0,0,2024,Bayer Leverkusen
15,2023-11-09,21:45,Europa Lg,Group stage,Thu,Away,W,1,0,az Qarabağ,1.7,0.9,62.0,30055,Jonathan Tah,3-4-3,Craig Pawson,Match Report,,10.0,2.0,19.7,0.0,1,1,11.0,2.0,18.0,0.0,0,0,2024,Bayer Leverkusen
16,2023-11-12,15:30,Bundesliga,Matchweek 11,Sun,Home,W,4,0,Union Berlin,2.4,0.0,69.0,29387,Lukáš Hrádecký,3-4-3,Timo Gerach,Match Report,,18.0,10.0,15.6,1.0,0,0,2.0,2.0,20.4,0.0,0,0,2024,Bayer Leverkusen
17,2023-11-25,15:30,Bundesliga,Matchweek 12,Sat,Away,W,3,0,Werder Bremen,1.0,0.2,59.0,42100,Lukáš Hrádecký,3-4-3,Martin Petersen,Match Report,,14.0,4.0,16.8,0.0,0,0,2.0,1.0,12.1,0.0,0,0,2024,Bayer Leverkusen
18,2023-11-30,21:00,Europa Lg,Group stage,Thu,Away,W,2,0,se Häcken,1.7,1.3,54.0,11234,Jonathan Tah,4-2-3-1,Julian Weinberger,Match Report,,10.0,5.0,16.4,0.0,0,0,11.0,6.0,19.3,0.0,0,0,2024,Bayer Leverkusen
19,2023-12-03,17:30,Bundesliga,Matchweek 13,Sun,Home,D,1,1,Dortmund,2.1,0.7,69.0,30210,Lukáš Hrádecký,3-4-3,Daniel Siebert,Match Report,,23.0,6.0,20.3,1.0,0,0,6.0,2.0,15.9,0.0,0,0,2024,Bayer Leverkusen
20,2023-12-06,18:00,DFB-Pokal,Round of 16,Wed,Home,W,3,1,Paderborn 07,,,65.0,29249,Robert Andrich,3-4-3,Tobias Stieler,Match Report,,15.0,8.0,,,0,0,9.0,4.0,,,0,0,2024,Bayer Leverkusen
21,2023-12-10,15:30,Bundesliga,Matchweek 14,Sun,Away,D,1,1,Stuttgart,1.3,2.6,48.0,54500,Lukáš Hrádecký,3-4-3,Deniz Aytekin,Match Report,,18.0,5.0,14.9,0.0,0,0,22.0,10.0,20.1,1.0,0,0,2024,Bayer Leverkusen
22,2023-12-14,18:45,Europa Lg,Group stage,Thu,Home,W,5,1,no Molde,1.6,0.5,67.0,28504,Jonathan Tah,5-3-2,Robert Jones,Match Report,,20.0,9.0,19.0,1.0,0,0,8.0,3.0,17.9,0.0,0,0,2024,Bayer Leverkusen
23,2023-12-17,17:30,Bundesliga,Matchweek 15,Sun,Home,W,3,0,Eint Frankfurt,2.5,0.2,61.0,30210,Lukáš Hrádecký,3-4-3,Christian Dingert,Match Report,,14.0,5.0,16.1,1.0,0,0,4.0,2.0,19.8,0.0,0,0,2024,Bayer Leverkusen
24,2023-12-20,20:30,Bundesliga,Matchweek 16,Wed,Home,W,4,0,Bochum,3.3,0.4,69.0,30210,Lukáš Hrádecký,3-4-1-2,Daniel Schlager,Match Report,,15.0,7.0,13.9,0.0,1,1,6.0,1.0,15.5,0.0,0,0,2024,Bayer Leverkusen
25,2024-01-13,15:30,Bundesliga,Matchweek 17,Sat,Away,W,1,0,Augsburg,2.0,0.4,76.0,30055,Lukáš Hrádecký,3-4-1-2,Sven Jablonski,Match Report,,24.0,6.0,17.9,0.0,0,0,3.0,0.0,20.1,0.0,0,0,2024,Bayer Leverkusen
26,2024-01-20,18:30,Bundesliga,Matchweek 18,Sat,Away,W,3,2,RB Leipzig,2.0,1.6,60.0,46529,Lukáš Hrádecký,3-4-3,Matthias Jöllenbeck,Match Report,,18.0,5.0,15.8,0.0,0,0,10.0,6.0,15.7,0.0,0,0,2024,Bayer Leverkusen
27,2024-01-27,18:30,Bundesliga,Matchweek 19,Sat,Home,D,0,0,Gladbach,2.9,0.3,75.0,30210,Robert Andrich,3-4-3,Deniz Aytekin,Match Report,,28.0,9.0,18.8,0.0,0,0,4.0,3.0,19.4,0.0,0,0,2024,Bayer Leverkusen
28,2024-02-03,15:30,Bundesliga,Matchweek 20,Sat,Away,W,2,0,Darmstadt 98,1.9,0.6,67.0,17810,Lukáš Hrádecký,3-4-3,Tobias Reichel,Match Report,,20.0,7.0,18.1,0.0,0,0,8.0,6.0,16.9,0.0,0,0,2024,Bayer Leverkusen
29,2024-02-06,20:45,DFB-Pokal,Quarter-finals,Tue,Home,W,3,2,Stuttgart,,,56.0,30210,Jonathan Tah,3-4-3,Daniel Schlager,Match Report,,16.0,6.0,,,0,0,11.0,5.0,,,0,0,2024,Bayer Leverkusen
30,2024-02-10,18:30,Bundesliga,Matchweek 21,Sat,Home,W,3,0,Bayern Munich,1.3,0.6,39.0,30210,Lukáš Hrádecký,3-4-3,Felix Zwayer,Match Report,,14.0,8.0,16.4,0.0,0,0,9.0,1.0,17.2,0.0,0,0,2024,Bayer Leverkusen
31,2024-02-17,15:30,Bundesliga,Matchweek 22,Sat,Away,W,2,1,Heidenheim,1.9,0.4,61.0,15000,Lukáš Hrádecký,3-4-1-2,Harm Osmers,Match Report,,18.0,3.0,15.7,0.0,0,0,6.0,3.0,20.5,0.0,0,0,2024,Bayer Leverkusen
32,2024-02-23,20:30,Bundesliga,Matchweek 23,Fri,Home,W,2,1,Mainz 05,1.1,1.1,67.0,30210,Lukáš Hrádecký,3-4-3,Timo Gerach,Match Report,,17.0,7.0,19.8,1.0,0,0,13.0,4.0,20.3,0.0,0,0,2024,Bayer Leverkusen
33,2024-03-03,15:30,Bundesliga,Matchweek 24,Sun,Away,W,2,0,Köln,1.5,1.0,77.0,50000,Lukáš Hrádecký,3-4-3,Tobias Stieler,Match Report,,17.0,5.0,16.9,2.0,0,0,6.0,0.0,11.0,0.0,0,0,2024,Bayer Leverkusen
34,2024-03-07,21:45,Europa Lg,Round of 16,Thu,Away,D,2,2,az Qarabağ,1.3,1.8,66.0,30423,Jonathan Tah,3-4-1-2,Benoît Bastien,Match Report,Leg 1 of 2,10.0,4.0,15.5,0.0,0,0,12.0,6.0,19.8,0.0,0,0,2024,Bayer Leverkusen
35,2024-03-10,19:30,Bundesliga,Matchweek 25,Sun,Home,W,2,0,Wolfsburg,2.1,0.2,76.0,29314,Lukáš Hrádecký,3-4-3,Daniel Siebert,Match Report,,19.0,8.0,19.5,1.0,0,0,2.0,1.0,19.2,0.0,0,0,2024,Bayer Leverkusen
36,2024-03-14,21:00,Europa Lg,Round of 16,Thu,Home,W,3,2,az Qarabağ,4.1,1.1,72.0,30210,Robert Andrich,3-4-3,Anthony Taylor,Match Report,Leg 2 of 2; Leverkusen won,33.0,8.0,14.2,0.0,0,0,11.0,3.0,15.0,0.0,0,0,2024,Bayer Leverkusen
37,2024-03-17,15:30,Bundesliga,Matchweek 26,Sun,Away,W,3,2,Freiburg,2.3,0.9,67.0,34700,Lukáš Hrádecký,3-4-3,Harm Osmers,Match Report,,19.0,7.0,16.6,1.0,0,0,11.0,3.0,14.6,0.0,0,0,2024,Bayer Leverkusen
38,2024-03-30,15:30,Bundesliga,Matchweek 27,Sat,Home,W,2,1,Hoffenheim,3.1,0.8,67.0,30210,Lukáš Hrádecký,3-4-3,Deniz Aytekin,Match Report,,34.0,11.0,17.0,1.0,0,0,6.0,2.0,21.4,0.0,0,0,2024,Bayer Leverkusen
39,2024-04-03,20:45,DFB-Pokal,Semi-finals,Wed,Home,W,4,0,Düsseldorf,,,72.0,30210,Jonathan Tah,3-4-3,Christian Dingert,Match Report,,22.0,8.0,,,1,1,8.0,5.0,,,0,0,2024,Bayer Leverkusen
40,2024-04-06,15:30,Bundesliga,Matchweek 28,Sat,Away,W,1,0,Union Berlin,2.8,0.3,65.0,22012,Lukáš Hrádecký,3-4-3,Benjamin Brand,Match Report,,19.0,7.0,18.1,1.0,1,1,9.0,0.0,16.6,0.0,0,0,2024,Bayer Leverkusen
41,2024-04-11,21:00,Europa Lg,Quarter-finals,Thu,Home,W,2,0,eng West Ham,2.3,0.2,72.0,30210,Jonathan Tah,3-4-3,Artur Soares Dias,Match Report,Leg 1 of 2,33.0,11.0,17.4,0.0,0,0,1.0,1.0,17.8,0.0,0,0,2024,Bayer Leverkusen
42,2024-04-14,17:30,Bundesliga,Matchweek 29,Sun,Home,W,5,0,Werder Bremen,3.2,0.7,56.0,30210,Lukáš Hrádecký,3-4-3,Harm Osmers,Match Report,,19.0,9.0,16.2,0.0,1,1,7.0,3.0,17.6,0.0,0,0,2024,Bayer Leverkusen
43,2024-04-18,20:00,Europa Lg,Quarter-finals,Thu,Away,D,1,1,eng West Ham,1.1,1.5,57.0,62473,Jonathan Tah,3-4-3,José Sánchez,Match Report,Leg 2 of 2; Leverkusen won,9.0,2.0,18.1,0.0,0,0,14.0,6.0,15.3,0.0,0,0,2024,Bayer Leverkusen
44,2024-04-21,17:30,Bundesliga,Matchweek 30,Sun,Away,D,1,1,Dortmund,1.1,0.5,52.0,81365,Lukáš Hrádecký,3-4-3,Daniel Siebert,Match Report,,13.0,3.0,19.4,3.0,0,0,8.0,2.0,19.1,0.0,0,0,2024,Bayer Leverkusen
45,2024-04-27,18:30,Bundesliga,Matchweek 31,Sat,Home,D,2,2,Stuttgart,1.4,1.7,49.0,30210,Lukáš Hrádecký,3-4-3,Felix Zwayer,Match Report,,14.0,6.0,20.1,2.0,0,0,11.0,4.0,17.1,0.0,0,0,2024,Bayer Leverkusen
46,2024-05-02,21:00,Europa Lg,Semi-finals,Thu,Away,W,2,0,it Roma,2.0,1.5,46.0,64073,Jonathan Tah,3-4-3,François Letexier,Match Report,Leg 1 of 2,19.0,4.0,20.4,0.0,0,0,8.0,2.0,16.0,1.0,0,0,2024,Bayer Leverkusen
47,2024-05-05,17:30,Bundesliga,Matchweek 32,Sun,Away,W,5,1,Eint Frankfurt,2.7,1.9,45.0,58000,Lukáš Hrádecký,3-4-3,Christian Dingert,Match Report,,7.0,4.0,22.0,0.0,2,2,17.0,5.0,19.4,1.0,0,0,2024,Bayer Leverkusen
48,2024-05-09,21:00,Europa Lg,Semi-finals,Thu,Home,D,2,2,it Roma,2.8,2.1,59.0,30210,Jonathan Tah,3-4-3,Danny Makkelie,Match Report,Leg 2 of 2; Leverkusen won,32.0,13.0,19.2,1.0,0,0,9.0,5.0,24.0,0.0,2,2,2024,Bayer Leverkusen
49,2024-05-12,19:30,Bundesliga,Matchweek 33,Sun,Away,W,5,0,Bochum,4.2,0.3,67.0,26000,Lukáš Hrádecký,3-4-3,Benjamin Brand,Match Report,,28.0,9.0,19.4,1.0,1,1,3.0,0.0,11.0,0.0,0,0,2024,Bayer Leverkusen
50,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,W,2,1,Augsburg,2.4,1.2,65.0,30210,Lukáš Hrádecký,3-4-3,Matthias Jöllenbeck,Match Report,,20.0,8.0,17.3,0.0,0,0,10.0,2.0,16.5,1.0,0,0,2024,Bayer Leverkusen
51,2024-05-22,20:00,Europa Lg,Final,Wed,Neutral,L,0,3,it Atalanta,0.8,0.7,66.0,47135,Jonathan Tah,3-4-3,István Kovács,Match Report,,10.0,3.0,19.8,0.0,0,0,10.0,7.0,19.8,0.0,0,0,2024,Bayer Leverkusen
52,2024-05-25,20:00,DFB-Pokal,Final,Sat,Neutral,W,1,0,Kaiserslautern,,,61.0,74322,Jonathan Tah,3-4-3,Bastian Dankert,Match Report,,14.0,4.0,,,0,0,7.0,2.0,,,0,0,2024,Bayer Leverkusen
0,2023-08-12,13:00,DFB-Pokal,Round of 64,Sat,Away,W,4,0,TSG Balingen,,,69.0,13400,Wataru Endo,4-3-3,Robert Kampka,Match Report,,24.0,10.0,,,0,0,3.0,1.0,,,0,0,2024,Stuttgart
1,2023-08-19,15:30,Bundesliga,Matchweek 1,Sat,Home,W,5,0,Bochum,3.0,0.8,60.0,53000,Waldemar Anton,4-2-3-1,Daniel Siebert,Match Report,,21.0,9.0,16.6,0.0,0,0,4.0,1.0,11.8,0.0,0,0,2024,Stuttgart
2,2023-08-25,20:30,Bundesliga,Matchweek 2,Fri,Away,L,1,5,RB Leipzig,1.1,1.8,46.0,46084,Waldemar Anton,4-2-3-1,Frank Willenborg,Match Report,,9.0,3.0,17.1,0.0,0,0,20.0,11.0,20.5,2.0,0,0,2024,Stuttgart
3,2023-09-02,15:30,Bundesliga,Matchweek 3,Sat,Home,W,5,0,Freiburg,1.7,1.0,48.0,54300,Waldemar Anton,4-2-3-1,Felix Brych,Match Report,,13.0,6.0,19.1,0.0,0,0,13.0,7.0,13.7,0.0,0,0,2024,Stuttgart
4,2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Away,W,3,1,Mainz 05,1.6,0.9,60.0,30500,Waldemar Anton,4-2-3-1,Harm Osmers,Match Report,,15.0,6.0,21.5,1.0,0,0,15.0,3.0,17.1,0.0,0,0,2024,Stuttgart
5,2023-09-22,20:30,Bundesliga,Matchweek 5,Fri,Home,W,3,1,Darmstadt 98,2.3,0.2,58.0,54000,Waldemar Anton,4-2-3-1,Matthias Jöllenbeck,Match Report,,18.0,11.0,16.3,0.0,0,0,4.0,0.0,19.3,0.0,0,0,2024,Stuttgart
6,2023-09-30,15:30,Bundesliga,Matchweek 6,Sat,Away,W,2,0,Köln,2.5,0.7,60.0,50000,Waldemar Anton,4-2-3-1,Tobias Stieler,Match Report,,18.0,4.0,16.2,0.0,0,0,14.0,5.0,18.7,0.0,0,0,2024,Stuttgart
7,2023-10-07,15:30,Bundesliga,Matchweek 7,Sat,Home,W,3,1,Wolfsburg,2.7,1.2,59.0,52000,Waldemar Anton,4-2-3-1,Daniel Siebert,Match Report,,13.0,7.0,20.6,0.0,1,1,12.0,5.0,16.3,1.0,0,0,2024,Stuttgart
8,2023-10-21,15:30,Bundesliga,Matchweek 8,Sat,Away,W,3,0,Union Berlin,1.4,0.6,57.0,22012,Waldemar Anton,4-2-3-1,Bastian Dankert,Match Report,,10.0,5.0,16.9,0.0,0,0,9.0,1.0,18.2,0.0,0,0,2024,Stuttgart
9,2023-10-28,15:30,Bundesliga,Matchweek 9,Sat,Home,L,2,3,Hoffenheim,3.6,1.7,73.0,53200,Waldemar Anton,4-2-3-1,Felix Zwayer,Match Report,,22.0,9.0,18.2,0.0,0,1,6.0,4.0,20.0,0.0,1,1,2024,Stuttgart
10,2023-10-31,18:00,DFB-Pokal,Round of 32,Tue,Home,W,1,0,Union Berlin,,,62.0,52000,Waldemar Anton,4-2-3-1,Sascha Stegemann,Match Report,,16.0,3.0,,,0,0,7.0,0.0,,,0,0,2024,Stuttgart
11,2023-11-05,17:30,Bundesliga,Matchweek 10,Sun,Away,L,0,2,Heidenheim,2.6,1.2,68.0,15000,Waldemar Anton,4-2-3-1,Florian Badstübner,Match Report,,16.0,1.0,16.4,2.0,0,1,19.0,3.0,19.0,1.0,0,0,2024,Stuttgart
12,2023-11-11,15:30,Bundesliga,Matchweek 11,Sat,Home,W,2,1,Dortmund,4.2,1.0,59.0,55000,Waldemar Anton,4-2-2-2,Tobias Stieler,Match Report,,20.0,8.0,14.8,0.0,1,2,5.0,1.0,20.9,0.0,0,0,2024,Stuttgart
13,2023-11-25,18:30,Bundesliga,Matchweek 12,Sat,Away,W,2,1,Eint Frankfurt,2.3,0.9,43.0,58000,Waldemar Anton,4-4-2,Felix Brych,Match Report,,11.0,4.0,17.3,0.0,0,0,14.0,1.0,20.3,0.0,0,0,2024,Stuttgart
14,2023-12-02,18:30,Bundesliga,Matchweek 13,Sat,Home,W,2,0,Werder Bremen,3.5,0.8,58.0,54500,Waldemar Anton,4-2-2-2,Bastian Dankert,Match Report,,18.0,5.0,15.6,0.0,1,1,12.0,3.0,15.2,0.0,0,0,2024,Stuttgart
15,2023-12-06,20:45,DFB-Pokal,Round of 16,Wed,Home,W,2,0,Dortmund,,,54.0,54500,Waldemar Anton,4-2-2-2,Benjamin Brand,Match Report,,17.0,7.0,,,0,0,11.0,4.0,,,0,0,2024,Stuttgart
16,2023-12-10,15:30,Bundesliga,Matchweek 14,Sun,Home,D,1,1,Leverkusen,2.6,1.3,52.0,54500,Waldemar Anton,4-2-3-1,Deniz Aytekin,Match Report,,22.0,10.0,20.1,1.0,0,0,18.0,5.0,14.9,0.0,0,0,2024,Stuttgart
17,2023-12-17,19:30,Bundesliga,Matchweek 15,Sun,Away,L,0,3,Bayern Munich,0.4,2.8,62.0,75000,Waldemar Anton,4-4-2,Tobias Stieler,Match Report,,6.0,2.0,17.0,0.0,0,0,17.0,8.0,14.3,1.0,0,0,2024,Stuttgart
18,2023-12-20,20:30,Bundesliga,Matchweek 16,Wed,Home,W,3,0,Augsburg,2.6,0.2,66.0,53600,Waldemar Anton,4-4-2,Daniel Siebert,Match Report,,17.0,8.0,17.7,0.0,0,0,6.0,4.0,16.8,0.0,0,0,2024,Stuttgart
19,2024-01-14,17:30,Bundesliga,Matchweek 17,Sun,Away,L,1,3,Gladbach,0.9,1.9,71.0,53429,Waldemar Anton,4-2-3-1,Harm Osmers,Match Report,,15.0,2.0,21.0,2.0,0,0,8.0,4.0,12.5,0.0,0,0,2024,Stuttgart
20,2024-01-20,15:30,Bundesliga,Matchweek 18,Sat,Away,L,0,1,Bochum,1.4,0.9,62.0,26000,Waldemar Anton,4-2-3-1,Bastian Dankert,Match Report,,19.0,5.0,14.2,0.0,0,0,6.0,1.0,16.0,0.0,0,0,2024,Stuttgart
21,2024-01-27,15:30,Bundesliga,Matchweek 19,Sat,Home,W,5,2,RB Leipzig,2.2,0.4,54.0,52100,Waldemar Anton,3-5-2,Sven Jablonski,Match Report,,17.0,8.0,19.1,0.0,1,1,4.0,2.0,20.2,0.0,0,0,2024,Stuttgart
22,2024-02-03,15:30,Bundesliga,Matchweek 20,Sat,Away,W,3,1,Freiburg,1.7,0.7,65.0,34700,Waldemar Anton,3-4-3,Daniel Siebert,Match Report,,17.0,9.0,17.7,0.0,0,0,6.0,3.0,11.4,0.0,0,0,2024,Stuttgart
23,2024-02-06,20:45,DFB-Pokal,Quarter-finals,Tue,Away,L,2,3,Leverkusen,,,44.0,30210,Waldemar Anton,3-4-3,Daniel Schlager,Match Report,,11.0,5.0,,,0,0,16.0,6.0,,,0,0,2024,Stuttgart
24,2024-02-11,15:30,Bundesliga,Matchweek 21,Sun,Home,W,3,1,Mainz 05,1.9,1.4,61.0,52005,Waldemar Anton,4-2-3-1,Deniz Aytekin,Match Report,,11.0,7.0,14.9,0.0,0,0,17.0,6.0,17.2,0.0,0,0,2024,Stuttgart
25,2024-02-17,15:30,Bundesliga,Matchweek 22,Sat,Away,W,2,1,Darmstadt 98,1.6,1.7,43.0,17810,Waldemar Anton,4-2-3-1,Tobias Welz,Match Report,,14.0,4.0,17.1,0.0,0,0,20.0,7.0,15.7,1.0,0,0,2024,Stuttgart
26,2024-02-24,15:30,Bundesliga,Matchweek 23,Sat,Home,D,1,1,Köln,2.2,0.7,74.0,54500,Waldemar Anton,4-2-3-1,Patrick Ittrich,Match Report,,13.0,5.0,14.0,1.0,0,0,12.0,6.0,19.3,0.0,0,0,2024,Stuttgart
27,2024-03-02,18:30,Bundesliga,Matchweek 24,Sat,Away,W,3,2,Wolfsburg,1.1,0.8,58.0,25000,Waldemar Anton,3-4-3,Benjamin Brand,Match Report,,6.0,2.0,22.3,0.0,1,1,12.0,2.0,15.8,0.0,0,0,2024,Stuttgart
28,2024-03-08,20:30,Bundesliga,Matchweek 25,Fri,Home,W,2,0,Union Berlin,1.0,0.9,70.0,53800,Atakan Karazor,3-4-3,Robert Schröder,Match Report,,14.0,5.0,21.1,0.0,0,0,9.0,4.0,16.3,0.0,0,0,2024,Stuttgart
29,2024-03-16,18:30,Bundesliga,Matchweek 26,Sat,Away,W,3,0,Hoffenheim,3.7,0.5,57.0,30150,Waldemar Anton,3-4-3,Sascha Stegemann,Match Report,,25.0,11.0,17.5,0.0,0,0,7.0,1.0,21.3,0.0,0,0,2024,Stuttgart
30,2024-03-31,17:30,Bundesliga,Matchweek 27,Sun,Home,D,3,3,Heidenheim,3.0,1.3,72.0,60000,Waldemar Anton,4-2-2-2,Felix Zwayer,Match Report,,20.0,6.0,16.8,0.0,0,0,6.0,3.0,9.5,0.0,0,0,2024,Stuttgart
31,2024-04-06,18:30,Bundesliga,Matchweek 28,Sat,Away,W,1,0,Dortmund,1.6,2.5,49.0,81365,Atakan Karazor,3-4-3,Matthias Jöllenbeck,Match Report,,10.0,2.0,16.7,0.0,0,0,16.0,7.0,13.9,0.0,0,0,2024,Stuttgart
32,2024-04-13,18:30,Bundesliga,Matchweek 29,Sat,Home,W,3,0,Eint Frankfurt,1.2,0.6,54.0,60000,Waldemar Anton,4-2-3-1,Deniz Aytekin,Match Report,,9.0,6.0,16.3,0.0,0,0,10.0,3.0,19.1,1.0,0,0,2024,Stuttgart
33,2024-04-21,15:30,Bundesliga,Matchweek 30,Sun,Away,L,1,2,Werder Bremen,2.2,1.5,69.0,42100,Waldemar Anton,3-5-2,Robert Schröder,Match Report,,15.0,5.0,15.7,1.0,0,0,8.0,1.0,24.6,0.0,1,1,2024,Stuttgart
34,2024-04-27,18:30,Bundesliga,Matchweek 31,Sat,Away,D,2,2,Leverkusen,1.7,1.4,51.0,30210,Waldemar Anton,4-2-2-2,Felix Zwayer,Match Report,,11.0,4.0,17.1,0.0,0,0,14.0,6.0,20.1,2.0,0,0,2024,Stuttgart
35,2024-05-04,15:30,Bundesliga,Matchweek 32,Sat,Home,W,3,1,Bayern Munich,1.8,1.7,61.0,60000,Waldemar Anton,4-2-2-2,Tobias Welz,Match Report,,24.0,9.0,20.4,0.0,0,0,9.0,2.0,17.1,0.0,1,1,2024,Stuttgart
36,2024-05-10,20:30,Bundesliga,Matchweek 33,Fri,Away,W,1,0,Augsburg,1.9,0.6,76.0,30660,Waldemar Anton,4-2-2-2,Patrick Ittrich,Match Report,,19.0,7.0,16.6,0.0,0,0,9.0,1.0,18.7,2.0,0,0,2024,Stuttgart
37,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,W,4,0,Gladbach,1.6,1.3,60.0,60000,Waldemar Anton,4-2-3-1,Daniel Schlager,Match Report,,21.0,11.0,18.7,0.0,0,0,14.0,5.0,16.4,0.0,0,0,2024,Stuttgart
0,2023-08-12,20:45,DFL-Supercup,DFL-Supercup,Sat,Home,L,0,3,RB Leipzig,,,67.0,75000,Joshua Kimmich,4-2-3-1,Bastian Dankert,Match Report,,13.0,5.0,,,0,0,10.0,5.0,,,1,1,2024,Bayern Munich
1,2023-08-18,20:30,Bundesliga,Matchweek 1,Fri,Away,W,4,0,Werder Bremen,2.8,0.6,72.0,42100,Joshua Kimmich,4-2-3-1,Felix Zwayer,Match Report,,25.0,10.0,19.1,1.0,0,0,6.0,1.0,20.7,1.0,0,0,2024,Bayern Munich
2,2023-08-27,17:30,Bundesliga,Matchweek 2,Sun,Home,W,3,1,Augsburg,2.8,0.7,61.0,75000,Joshua Kimmich,4-2-3-1,Daniel Siebert,Match Report,,18.0,4.0,19.0,0.0,1,1,10.0,2.0,26.4,0.0,0,0,2024,Bayern Munich
3,2023-09-02,18:30,Bundesliga,Matchweek 3,Sat,Away,W,2,1,Gladbach,2.4,0.3,65.0,54042,Thomas Müller,4-2-3-1,Deniz Aytekin,Match Report,,25.0,7.0,15.0,0.0,0,0,7.0,3.0,24.5,1.0,0,0,2024,Bayern Munich
