,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,sh_against,sot_against,dist_against,fk_against,pk_against,pkatt_against,season,team
14,2023-12-02,15:30,Bundesliga,Matchweek 13,Sat,Away,L,1,2,Gladbach,1.4,1.6,51.0,49341,Oliver Baumann,3-1-4-2,Tobias Reichel,Match Report,,19.0,5.0,18.0,0.0,0,0,8.0,2.0,21.9,0.0,1,1,2024,Hoffenheim
15,2023-12-08,20:30,Bundesliga,Matchweek 14,Fri,Home,W,3,1,Bochum,1.5,1.5,42.0,16023,Oliver Baumann,4-1-2-1-2◆,Matthias Jöllenbeck,Match Report,,17.0,7.0,18.7,0.0,0,0,22.0,5.0,21.0,0.0,0,0,2024,Hoffenheim
16,2023-12-16,18:30,Bundesliga,Matchweek 15,Sat,Away,L,1,3,RB Leipzig,0.8,2.8,43.0,42946,Oliver Baumann,3-4-1-2,Robert Schröder,Match Report,,9.0,4.0,12.5,1.0,0,0,22.0,10.0,15.0,1.0,0,0,2024,Hoffenheim
17,2023-12-19,20:30,Bundesliga,Matchweek 16,Tue,Home,D,3,3,Darmstadt 98,3.5,0.8,45.0,18125,Oliver Baumann,3-1-4-2,Frank Willenborg,Match Report,,13.0,3.0,14.1,1.0,1,1,15.0,3.0,20.2,0.0,0,0,2024,Hoffenheim
18,2024-01-12,20:30,Bundesliga,Matchweek 17,Fri,Away,L,0,3,Bayern Munich,1.2,2.8,39.0,75000,Oliver Baumann,3-1-4-2,Benjamin Brand,Match Report,,11.0,4.0,18.2,0.0,0,0,27.0,11.0,17.6,0.0,0,0,2024,Hoffenheim
19,2024-01-20,15:30,Bundesliga,Matchweek 18,Sat,Away,L,2,3,Freiburg,1.4,2.7,56.0,33600,Oliver Baumann,3-1-4-2,Sascha Stegemann,Match Report,,16.0,4.0,18.2,0.0,0,0,18.0,9.0,15.6,1.0,0,0,2024,Hoffenheim
20,2024-01-27,15:30,Bundesliga,Matchweek 19,Sat,Home,D,1,1,Heidenheim,2.8,1.1,67.0,20120,Oliver Baumann,4-3-1-2,Tobias Welz,Match Report,,22.0,6.0,17.1,0.0,1,1,14.0,3.0,21.4,0.0,0,0,2024,Hoffenheim
21,2024-02-04,15:30,Bundesliga,Matchweek 20,Sun,Away,D,2,2,Wolfsburg,1.7,1.7,55.0,22917,Oliver Baumann,4-1-2-1-2◆,Florian Badstübner,Match Report,,17.0,7.0,18.3,1.0,0,0,13.0,6.0,16.4,0.0,1,1,2024,Hoffenheim
22,2024-02-11,17:30,Bundesliga,Matchweek 21,Sun,Home,D,1,1,Köln,1.2,0.1,57.0,23020,Oliver Baumann,3-4-3,Christian Dingert,Match Report,,10.0,3.0,14.6,0.0,0,0,6.0,1.0,24.6,1.0,0,0,2024,Hoffenheim
23,2024-02-17,15:30,Bundesliga,Matchweek 22,Sat,Home,L,0,1,Union Berlin,1.0,1.4,66.0,19050,Oliver Baumann,4-1-2-1-2◆,Robert Hartmann,Match Report,,18.0,4.0,19.5,0.0,0,0,10.0,3.0,17.0,1.0,0,0,2024,Hoffenheim
24,2024-02-25,17:30,Bundesliga,Matchweek 23,Sun,Away,W,3,2,Dortmund,1.3,1.9,31.0,81365,Oliver Baumann,3-4-1-2,Marco Fritz,Match Report,,9.0,5.0,16.6,1.0,0,0,21.0,7.0,15.9,1.0,0,0,2024,Hoffenheim
25,2024-03-03,17:30,Bundesliga,Matchweek 24,Sun,Home,W,2,1,Werder Bremen,1.7,1.3,47.0,25000,Oliver Baumann,3-4-3,Matthias Jöllenbeck,Match Report,,14.0,7.0,18.2,0.0,0,0,18.0,7.0,17.3,2.0,0,0,2024,Hoffenheim
26,2024-03-10,17:30,Bundesliga,Matchweek 25,Sun,Away,L,1,3,Eint Frankfurt,0.6,2.4,36.0,57000,Oliver Baumann,3-4-1-2,Bastian Dankert,Match Report,,6.0,2.0,15.9,0.0,0,0,17.0,7.0,14.7,1.0,0,0,2024,Hoffenheim
27,2024-03-16,18:30,Bundesliga,Matchweek 26,Sat,Home,L,0,3,Stuttgart,0.5,3.7,43.0,30150,Oliver Baumann,3-4-3,Sascha Stegemann,Match Report,,7.0,1.0,21.3,0.0,0,0,25.0,11.0,17.5,0.0,0,0,2024,Hoffenheim
28,2024-03-30,15:30,Bundesliga,Matchweek 27,Sat,Away,L,1,2,Leverkusen,0.8,3.1,33.0,30210,Oliver Baumann,5-3-2,Deniz Aytekin,Match Report,,6.0,2.0,21.4,0.0,0,0,34.0,11.0,17.0,1.0,0,0,2024,Hoffenheim
29,2024-04-07,15:30,Bundesliga,Matchweek 28,Sun,Home,W,3,1,Augsburg,1.8,1.2,54.0,28881,Oliver Baumann,3-4-1-2,Florian Exner,Match Report,,18.0,6.0,17.4,0.0,0,0,15.0,6.0,18.9,0.0,0,0,2024,Hoffenheim
30,2024-04-13,15:30,Bundesliga,Matchweek 29,Sat,Away,L,1,4,Mainz 05,0.5,2.1,53.0,31000,Oliver Baumann,3-5-2,Felix Zwayer,Match Report,,5.0,1.0,20.5,0.0,0,0,25.0,8.0,17.5,0.0,0,0,2024,Hoffenheim
31,2024-04-20,15:30,Bundesliga,Matchweek 30,Sat,Home,W,4,3,Gladbach,2.3,1.0,59.0,26078,Oliver Baumann,3-5-2,Sören Storks,Match Report,,28.0,9.0,19.2,2.0,0,0,13.0,7.0,12.8,0.0,0,0,2024,Hoffenheim
32,2024-04-26,20:30,Bundesliga,Matchweek 31,Fri,Away,L,2,3,Bochum,1.0,3.2,54.0,24300,Oliver Baumann,3-5-2,Tobias Stieler,Match Report,,10.0,4.0,15.6,0.0,0,0,36.0,12.0,15.9,3.0,0,0,2024,Hoffenheim
33,2024-05-03,20:30,Bundesliga,Matchweek 32,Fri,Home,D,1,1,RB Leipzig,1.6,0.8,55.0,25066,Oliver Baumann,3-5-2,Harm Osmers,Match Report,,20.0,8.0,20.0,0.0,0,0,8.0,4.0,17.5,0.0,0,0,2024,Hoffenheim
34,2024-05-12,15:30,Bundesliga,Matchweek 33,Sun,Away,W,6,0,Darmstadt 98,3.3,0.6,59.0,17810,Oliver Baumann,3-4-1-2,Florian Badstübner,Match Report,,12.0,7.0,16.6,0.0,0,0,10.0,0.0,19.7,0.0,0,0,2024,Hoffenheim
35,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,W,4,2,Bayern Munich,1.8,1.5,48.0,30150,Oliver Baumann,3-4-3,Marco Fritz,Match Report,,17.0,9.0,16.3,0.0,0,0,11.0,4.0,15.7,1.0,0,0,2024,Hoffenheim
0,2023-08-13,13:00,DFB-Pokal,Round of 64,Sun,Away,W,8,0,Rostocker FC,,,63.0,3500,Patrick Mainka,4-1-3-2,Nicolas Winter,Match Report,,39.0,21.0,,,0,0,1.0,0.0,,,0,0,2024,Heidenheim
1,2023-08-19,15:30,Bundesliga,Matchweek 1,Sat,Away,L,0,2,Wolfsburg,1.2,2.2,52.0,22620,Patrick Mainka,4-1-3-2,Florian Badstübner,Match Report,,14.0,1.0,16.3,0.0,0,0,18.0,8.0,15.5,0.0,0,0,2024,Heidenheim
2,2023-08-26,15:30,Bundesliga,Matchweek 2,Sat,Home,L,2,3,Hoffenheim,2.4,3.0,38.0,15000,Patrick Mainka,4-4-2,Robert Hartmann,Match Report,,19.0,7.0,18.2,1.0,0,1,15.0,5.0,18.8,2.0,1,1,2024,Heidenheim
3,2023-09-01,20:30,Bundesliga,Matchweek 3,Fri,Away,D,2,2,Dortmund,2.1,3.4,38.0,81365,Patrick Mainka,4-2-3-1,Tobias Reichel,Match Report,,13.0,5.0,19.6,1.0,1,1,18.0,7.0,18.3,2.0,1,1,2024,Heidenheim
4,2023-09-17,15:30,Bundesliga,Matchweek 4,Sun,Home,W,4,2,Werder Bremen,2.2,3.0,41.0,15000,Patrick Mainka,4-2-3-1,Patrick Ittrich,Match Report,,17.0,4.0,18.2,1.0,1,1,10.0,3.0,15.9,0.0,0,1,2024,Heidenheim
5,2023-09-24,15:30,Bundesliga,Matchweek 5,Sun,Away,L,1,4,Leverkusen,0.5,3.4,29.0,29557,Patrick Mainka,4-2-3-1,Christian Dingert,Match Report,,2.0,2.0,13.8,0.0,0,0,20.0,9.0,16.7,0.0,1,1,2024,Heidenheim
6,2023-09-30,15:30,Bundesliga,Matchweek 6,Sat,Home,W,1,0,Union Berlin,0.8,2.2,50.0,15000,Patrick Mainka,4-2-3-1,Sascha Stegemann,Match Report,,10.0,4.0,20.6,1.0,0,0,20.0,8.0,16.9,2.0,0,0,2024,Heidenheim
7,2023-10-08,19:30,Bundesliga,Matchweek 7,Sun,Away,L,0,2,Eint Frankfurt,1.2,1.9,51.0,55800,Patrick Mainka,4-2-3-1,Daniel Schlager,Match Report,,7.0,2.0,17.9,0.0,0,0,12.0,6.0,18.7,1.0,0,1,2024,Heidenheim
8,2023-10-22,17:30,Bundesliga,Matchweek 8,Sun,Home,L,2,5,Augsburg,1.5,2.5,59.0,15000,Patrick Mainka,4-1-4-1,Tobias Stieler,Match Report,,15.0,5.0,14.3,0.0,0,0,8.0,5.0,16.8,0.0,1,1,2024,Heidenheim
9,2023-10-28,15:30,Bundesliga,Matchweek 9,Sat,Away,L,1,2,Gladbach,0.4,1.0,47.0,51541,Patrick Mainka,4-2-3-1,Robert Hartmann,Match Report,,9.0,4.0,18.0,0.0,0,0,13.0,5.0,14.0,0.0,0,0,2024,Heidenheim
10,2023-10-31,20:45,DFB-Pokal,Round of 32,Tue,Away,L,1,3,Gladbach,,,52.0,41660,Patrick Mainka,4-1-3-2,Timo Gerach,Match Report,,5.0,1.0,,,0,0,14.0,4.0,,,0,0,2024,Heidenheim
11,2023-11-05,17:30,Bundesliga,Matchweek 10,Sun,Home,W,2,0,Stuttgart,1.2,2.6,32.0,15000,Patrick Mainka,4-2-3-1,Florian Badstübner,Match Report,,19.0,3.0,19.0,1.0,0,0,16.0,1.0,16.4,2.0,0,1,2024,Heidenheim
12,2023-11-11,15:30,Bundesliga,Matchweek 11,Sat,Away,L,2,4,Bayern Munich,0.9,2.0,28.0,75000,Patrick Mainka,4-1-4-1,Harm Osmers,Match Report,,8.0,2.0,12.3,0.0,0,0,19.0,8.0,13.8,0.0,0,0,2024,Heidenheim
13,2023-11-26,15:30,Bundesliga,Matchweek 12,Sun,Home,D,0,0,Bochum,0.8,0.4,49.0,15000,Patrick Mainka,4-1-4-1,Felix Zwayer,Match Report,,9.0,3.0,17.6,0.0,0,0,10.0,2.0,21.8,0.0,0,0,2024,Heidenheim
14,2023-12-02,15:30,Bundesliga,Matchweek 13,Sat,Away,L,1,2,RB Leipzig,1.0,4.0,30.0,44887,Patrick Mainka,5-4-1,Christian Dingert,Match Report,,7.0,1.0,17.9,0.0,0,0,22.0,7.0,15.2,0.0,1,1,2024,Heidenheim
15,2023-12-09,15:30,Bundesliga,Matchweek 14,Sat,Home,W,3,2,Darmstadt 98,1.4,0.9,44.0,15000,Patrick Mainka,4-2-2-2,Daniel Schlager,Match Report,,16.0,7.0,17.0,1.0,0,0,20.0,7.0,20.9,0.0,0,0,2024,Heidenheim
16,2023-12-16,15:30,Bundesliga,Matchweek 15,Sat,Away,W,1,0,Mainz 05,0.5,1.6,35.0,27200,Patrick Mainka,4-5-1,Bastian Dankert,Match Report,,6.0,2.0,18.4,0.0,0,0,19.0,3.0,15.0,1.0,0,0,2024,Heidenheim
17,2023-12-20,20:30,Bundesliga,Matchweek 16,Wed,Home,W,3,2,Freiburg,1.9,1.8,53.0,15000,Patrick Mainka,4-4-2,Benjamin Brand,Match Report,,15.0,3.0,14.5,1.0,0,0,10.0,3.0,16.2,0.0,1,1,2024,Heidenheim
18,2024-01-13,15:30,Bundesliga,Matchweek 17,Sat,Away,D,1,1,Köln,0.9,0.9,49.0,50000,Patrick Mainka,4-4-2,Felix Zwayer,Match Report,,9.0,2.0,16.2,1.0,0,0,14.0,5.0,15.3,1.0,0,0,2024,Heidenheim
19,2024-01-20,15:30,Bundesliga,Matchweek 18,Sat,Home,D,1,1,Wolfsburg,1.1,1.1,53.0,15000,Patrick Mainka,4-1-4-1,Timo Gerach,Match Report,,12.0,3.0,15.2,1.0,0,0,13.0,3.0,16.6,0.0,0,0,2024,Heidenheim
20,2024-01-27,15:30,Bundesliga,Matchweek 19,Sat,Away,D,1,1,Hoffenheim,1.1,2.8,33.0,20120,Patrick Mainka,4-2-3-1,Tobias Welz,Match Report,,14.0,3.0,21.4,0.0,0,0,22.0,6.0,17.1,0.0,1,1,2024,Heidenheim
21,2024-02-02,20:30,Bundesliga,Matchweek 20,Fri,Home,D,0,0,Dortmund,1.2,0.6,31.0,15000,Patrick Mainka,4-2-3-1,Bastian Dankert,Match Report,,12.0,0.0,14.5,0.0,0,0,14.0,5.0,18.1,0.0,0,0,2024,Heidenheim
22,2024-02-10,15:30,Bundesliga,Matchweek 21,Sat,Away,W,2,1,Werder Bremen,1.8,1.7,35.0,41000,Patrick Mainka,4-2-3-1,Robert Schröder,Match Report,,11.0,3.0,13.4,0.0,0,0,15.0,3.0,17.1,1.0,0,0,2024,Heidenheim
23,2024-02-17,15:30,Bundesliga,Matchweek 22,Sat,Home,L,1,2,Leverkusen,0.4,1.9,39.0,15000,Patrick Mainka,4-2-3-1,Harm Osmers,Match Report,,6.0,3.0,20.5,0.0,0,0,18.0,3.0,15.7,0.0,0,0,2024,Heidenheim
24,2024-02-24,15:30,Bundesliga,Matchweek 23,Sat,Away,D,2,2,Union Berlin,1.1,1.1,42.0,21341,Patrick Mainka,4-5-1,Deniz Aytekin,Match Report,,10.0,4.0,20.2,0.0,0,0,12.0,3.0,16.7,0.0,0,0,2024,Heidenheim
25,2024-03-02,15:30,Bundesliga,Matchweek 24,Sat,Home,L,1,2,Eint Frankfurt,1.0,1.2,58.0,15000,Patrick Mainka,4-2-3-1,Sören Storks,Match Report,,15.0,3.0,15.7,0.0,0,0,10.0,5.0,13.4,1.0,0,0,2024,Heidenheim
26,2024-03-09,15:30,Bundesliga,Matchweek 25,Sat,Away,L,0,1,Augsburg,0.4,0.5,42.0,30660,Patrick Mainka,4-1-3-2,Frank Willenborg,Match Report,,6.0,1.0,18.9,0.0,0,0,7.0,3.0,16.7,1.0,0,0,2024,Heidenheim
27,2024-03-16,15:30,Bundesliga,Matchweek 26,Sat,Home,D,1,1,Gladbach,1.1,0.5,53.0,15000,Patrick Mainka,4-2-3-1,Martin Petersen,Match Report,,19.0,3.0,13.7,0.0,0,0,7.0,2.0,20.5,0.0,0,0,2024,Heidenheim
28,2024-03-31,17:30,Bundesliga,Matchweek 27,Sun,Away,D,3,3,Stuttgart,1.3,3.0,28.0,60000,Patrick Mainka,4-2-3-1,Felix Zwayer,Match Report,,6.0,3.0,9.5,0.0,0,0,20.0,6.0,16.8,0.0,0,0,2024,Heidenheim
29,2024-04-06,15:30,Bundesliga,Matchweek 28,Sat,Home,W,3,2,Bayern Munich,1.4,1.9,33.0,15000,Patrick Mainka,4-2-3-1,Robert Schröder,Match Report,,9.0,4.0,15.9,1.0,0,0,15.0,7.0,14.4,0.0,0,0,2024,Heidenheim
30,2024-04-13,15:30,Bundesliga,Matchweek 29,Sat,Away,D,1,1,Bochum,1.1,1.2,39.0,24414,Patrick Mainka,4-2-3-1,Patrick Ittrich,Match Report,,11.0,3.0,18.2,0.0,0,0,23.0,5.0,20.0,3.0,0,0,2024,Heidenheim
31,2024-04-20,15:30,Bundesliga,Matchweek 30,Sat,Home,L,1,2,RB Leipzig,1.0,1.8,39.0,15000,Patrick Mainka,4-1-2-1-2◆,Tobias Welz,Match Report,,10.0,4.0,14.9,1.0,0,0,12.0,4.0,14.9,0.0,0,0,2024,Heidenheim
32,2024-04-28,19:30,Bundesliga,Matchweek 31,Sun,Away,W,1,0,Darmstadt 98,1.6,0.7,55.0,17416,Patrick Mainka,4-1-3-2,Bastian Dankert,Match Report,,17.0,5.0,16.2,0.0,0,0,11.0,3.0,20.2,1.0,0,0,2024,Heidenheim
33,2024-05-05,19:30,Bundesliga,Matchweek 32,Sun,Home,D,1,1,Mainz 05,0.9,1.4,46.0,15000,Patrick Mainka,4-1-3-2,Sven Jablonski,Match Report,,15.0,5.0,19.4,0.0,0,0,10.0,3.0,14.8,0.0,0,0,2024,Heidenheim
34,2024-05-11,15:30,Bundesliga,Matchweek 33,Sat,Away,D,1,1,Freiburg,0.7,1.5,44.0,34700,Patrick Mainka,4-2-3-1,Daniel Siebert,Match Report,,8.0,3.0,18.3,0.0,0,0,20.0,4.0,17.2,1.0,0,0,2024,Heidenheim
35,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,W,4,1,Köln,1.0,2.3,49.0,15000,Patrick Mainka,4-2-3-1,Tobias Welz,Match Report,,16.0,7.0,19.9,1.0,0,0,22.0,9.0,16.1,0.0,0,0,2024,Heidenheim
0,2023-08-12,15:30,DFB-Pokal,Round of 64,Sat,Away,L,2,3,Viktoria Köln,,,38.0,8343,Niclas Füllkrug,3-4-3,Frank Willenborg,Match Report,,9.0,5.0,,,1,1,18.0,10.0,,,0,0,2024,Werder Bremen
1,2023-08-18,20:30,Bundesliga,Matchweek 1,Fri,Home,L,0,4,Bayern Munich,0.6,2.8,28.0,42100,Marco Friedl,3-1-4-2,Felix Zwayer,Match Report,,6.0,1.0,20.7,1.0,0,0,25.0,10.0,19.1,1.0,0,0,2024,Werder Bremen
2,2023-08-26,15:30,Bundesliga,Matchweek 2,Sat,Away,L,0,1,Freiburg,1.0,2.4,51.0,34700,Marco Friedl,3-1-4-2,Benjamin Brand,Match Report,,15.0,1.0,19.8,1.0,0,0,23.0,7.0,15.6,0.0,0,0,2024,Werder Bremen
3,2023-09-02,15:30,Bundesliga,Matchweek 3,Sat,Home,W,4,0,Mainz 05,2.7,0.5,45.0,41000,Marco Friedl,3-5-2,Robert Schröder,Match Report,,12.0,5.0,14.7,0.0,1,1,13.0,3.0,18.4,1.0,0,0,2024,Werder Bremen
4,2023-09-17,15:30,Bundesliga,Matchweek 4,Sun,Away,L,2,4,Heidenheim,3.0,2.2,59.0,15000,Marco Friedl,3-5-2,Patrick Ittrich,Match Report,,10.0,3.0,15.9,0.0,0,1,17.0,4.0,18.2,1.0,1,1,2024,Werder Bremen
5,2023-09-23,18:30,Bundesliga,Matchweek 5,Sat,Home,W,2,1,Köln,2.1,1.3,47.0,42100,Niklas Stark,3-1-4-2,Bastian Dankert,Match Report,,17.0,6.0,17.2,0.0,0,0,14.0,4.0,14.7,1.0,0,0,2024,Werder Bremen
6,2023-10-01,15:30,Bundesliga,Matchweek 6,Sun,Away,L,2,4,Darmstadt 98,1.5,2.4,57.0,17810,Christian Groß,3-5-2,Martin Petersen,Match Report,,11.0,6.0,16.2,2.0,0,0,13.0,4.0,17.0,0.0,1,1,2024,Werder Bremen
7,2023-10-07,18:30,Bundesliga,Matchweek 7,Sat,Home,L,2,3,Hoffenheim,0.8,1.9,48.0,41000,Marco Friedl,3-1-4-2,Christian Dingert,Match Report,,13.0,3.0,21.0,0.0,0,0,10.0,4.0,17.2,0.0,0,0,2024,Werder Bremen
8,2023-10-20,20:30,Bundesliga,Matchweek 8,Fri,Away,L,0,1,Dortmund,0.4,2.6,43.0,81365,Marco Friedl,3-5-2,Felix Brych,Match Report,,5.0,1.0,14.8,0.0,0,0,23.0,5.0,16.2,0.0,0,0,2024,Werder Bremen
9,2023-10-28,15:30,Bundesliga,Matchweek 9,Sat,Home,W,2,0,Union Berlin,0.8,0.6,56.0,42100,Marco Friedl,3-5-2,Tobias Stieler,Match Report,,10.0,4.0,20.2,0.0,0,0,7.0,2.0,18.4,0.0,0,0,2024,Werder Bremen
10,2023-11-05,15:30,Bundesliga,Matchweek 10,Sun,Away,D,2,2,Wolfsburg,1.2,1.6,44.0,28917,Marco Friedl,3-5-2,Tobias Reichel,Match Report,,13.0,4.0,14.0,1.0,0,0,14.0,4.0,17.8,1.0,0,0,2024,Werder Bremen
11,2023-11-12,17:30,Bundesliga,Matchweek 11,Sun,Home,D,2,2,Eint Frankfurt,1.5,2.0,49.0,42100,Marco Friedl,3-5-2,Benjamin Brand,Match Report,,12.0,4.0,21.8,1.0,1,1,14.0,3.0,17.3,0.0,0,0,2024,Werder Bremen
12,2023-11-25,15:30,Bundesliga,Matchweek 12,Sat,Home,L,0,3,Leverkusen,0.2,1.0,41.0,42100,Marco Friedl,3-5-2,Martin Petersen,Match Report,,2.0,1.0,12.1,0.0,0,0,14.0,4.0,16.8,0.0,0,0,2024,Werder Bremen
13,2023-12-02,18:30,Bundesliga,Matchweek 13,Sat,Away,L,0,2,Stuttgart,0.8,3.5,42.0,54500,Marco Friedl,3-5-2,Bastian Dankert,Match Report,,12.0,3.0,15.2,0.0,0,0,18.0,5.0,15.6,0.0,1,1,2024,Werder Bremen
14,2023-12-09,15:30,Bundesliga,Matchweek 14,Sat,Home,W,2,0,Augsburg,1.5,0.7,48.0,41000,Leonardo Bittencourt,3-5-2,Sascha Stegemann,Match Report,,14.0,5.0,17.9,0.0,0,0,11.0,1.0,19.8,0.0,0,0,2024,Werder Bremen
15,2023-12-15,20:30,Bundesliga,Matchweek 15,Fri,Away,D,2,2,Gladbach,1.6,1.4,50.0,50660,Leonardo Bittencourt,3-4-3,Felix Zwayer,Match Report,,12.0,5.0,14.5,0.0,0,0,14.0,4.0,18.9,0.0,0,0,2024,Werder Bremen
16,2023-12-19,18:30,Bundesliga,Matchweek 16,Tue,Home,D,1,1,RB Leipzig,1.5,1.7,45.0,41000,Marco Friedl,3-4-3,Tobias Reichel,Match Report,,11.0,1.0,15.1,1.0,0,0,17.0,8.0,16.1,0.0,0,0,2024,Werder Bremen
17,2024-01-14,15:30,Bundesliga,Matchweek 17,Sun,Away,D,1,1,Bochum,0.8,0.7,51.0,26000,Marco Friedl,3-4-3,Tobias Stieler,Match Report,,16.0,3.0,16.0,0.0,0,0,14.0,4.0,18.2,0.0,0,0,2024,Werder Bremen
18,2024-01-21,15:30,Bundesliga,Matchweek 18,Sun,Away,W,1,0,Bayern Munich,0.4,1.9,32.0,75000,Marco Friedl,3-5-2,Marco Fritz,Match Report,,8.0,3.0,17.3,0.0,0,0,22.0,7.0,15.6,1.0,0,0,2024,Werder Bremen
19,2024-01-27,15:30,Bundesliga,Matchweek 19,Sat,Home,W,3,1,Freiburg,2.5,1.2,42.0,41500,Marco Friedl,3-5-2,Robert Hartmann,Match Report,,13.0,2.0,20.4,0.0,1,1,6.0,3.0,16.0,1.0,1,1,2024,Werder Bremen
20,2024-02-03,15:30,Bundesliga,Matchweek 20,Sat,Away,W,1,0,Mainz 05,0.6,0.8,41.0,31800,Marco Friedl,3-5-2,Benjamin Brand,Match Report,,6.0,1.0,16.4,0.0,0,0,23.0,5.0,21.9,1.0,0,0,2024,Werder Bremen
21,2024-02-10,15:30,Bundesliga,Matchweek 21,Sat,Home,L,1,2,Heidenheim,1.7,1.8,65.0,41000,Marco Friedl,3-5-2,Robert Schröder,Match Report,,15.0,3.0,17.1,1.0,0,0,11.0,3.0,13.4,0.0,0,0,2024,Werder Bremen
22,2024-02-16,20:30,Bundesliga,Matchweek 22,Fri,Away,W,1,0,Köln,1.8,0.8,43.0,50000,Marco Friedl,3-5-2,Daniel Siebert,Match Report,,13.0,4.0,16.7,0.0,0,0,13.0,2.0,17.0,1.0,0,0,2024,Werder Bremen
23,2024-02-24,15:30,Bundesliga,Matchweek 23,Sat,Home,D,1,1,Darmstadt 98,1.8,1.0,55.0,42358,Christian Groß,3-5-2,Florian Badstübner,Match Report,,15.0,4.0,16.7,0.0,0,0,12.0,3.0,15.9,0.0,0,0,2024,Werder Bremen
24,2024-03-03,17:30,Bundesliga,Matchweek 24,Sun,Away,L,1,2,Hoffenheim,1.3,1.7,53.0,25000,Christian Groß,3-5-2,Matthias Jöllenbeck,Match Report,,18.0,7.0,17.3,2.0,0,0,14.0,7.0,18.2,0.0,0,0,2024,Werder Bremen
25,2024-03-09,18:30,Bundesliga,Matchweek 25,Sat,Home,L,1,2,Dortmund,1.8,1.2,46.0,42100,Niklas Stark,3-5-2,Deniz Aytekin,Match Report,,16.0,5.0,17.8,2.0,0,0,13.0,6.0,17.5,0.0,0,0,2024,Werder Bremen
26,2024-03-16,15:30,Bundesliga,Matchweek 26,Sat,Away,L,1,2,Union Berlin,1.1,1.1,50.0,22012,Miloš Veljković,3-4-3,Daniel Schlager,Match Report,,11.0,2.0,16.4,0.0,0,0,11.0,6.0,15.5,0.0,0,0,2024,Werder Bremen
27,2024-03-30,15:30,Bundesliga,Matchweek 27,Sat,Home,L,0,2,Wolfsburg,0.5,2.3,49.0,41500,Marco Friedl,3-5-2,Sascha Stegemann,Match Report,,6.0,1.0,18.5,0.0,0,0,16.0,5.0,13.1,0.0,0,0,2024,Werder Bremen
28,2024-04-05,20:30,Bundesliga,Matchweek 28,Fri,Away,D,1,1,Eint Frankfurt,1.6,2.1,34.0,58000,Marco Friedl,3-5-2,Robert Hartmann,Match Report,,11.0,7.0,18.1,1.0,0,0,24.0,5.0,14.5,0.0,0,0,2024,Werder Bremen
29,2024-04-14,17:30,Bundesliga,Matchweek 29,Sun,Away,L,0,5,Leverkusen,0.7,3.2,44.0,30210,Leonardo Bittencourt,3-5-2,Harm Osmers,Match Report,,7.0,3.0,17.6,0.0,0,0,19.0,9.0,16.2,0.0,1,1,2024,Werder Bremen
30,2024-04-21,15:30,Bundesliga,Matchweek 30,Sun,Home,W,2,1,Stuttgart,1.5,2.2,31.0,42100,Marco Friedl,3-4-3,Robert Schröder,Match Report,,8.0,1.0,24.6,0.0,1,1,15.0,5.0,15.7,1.0,0,0,2024,Werder Bremen
31,2024-04-27,15:30,Bundesliga,Matchweek 31,Sat,Away,W,3,0,Augsburg,2.0,0.6,46.0,30660,Marco Friedl,3-4-3,Tobias Welz,Match Report,,14.0,5.0,19.6,0.0,1,1,13.0,1.0,19.8,0.0,0,0,2024,Werder Bremen
32,2024-05-04,15:30,Bundesliga,Matchweek 32,Sat,Home,D,2,2,Gladbach,1.4,1.9,56.0,42100,Marco Friedl,3-4-3,Timo Gerach,Match Report,,18.0,6.0,14.6,1.0,0,0,16.0,5.0,19.3,0.0,1,1,2024,Werder Bremen
33,2024-05-11,15:30,Bundesliga,Matchweek 33,Sat,Away,D,1,1,RB Leipzig,1.1,1.4,55.0,47069,Marco Friedl,3-4-3,Sascha Stegemann,Match Report,,11.0,2.0,19.7,0.0,0,0,13.0,5.0,17.3,0.0,0,0,2024,Werder Bremen
34,2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,W,4,1,Bochum,3.0,2.1,46.0,42100,Marco Friedl,3-5-2,Martin Petersen,Match Report,,26.0,13.0,15.8,0.0,0,0,27.0,7.0,15.5,1.0,0,0,2024,Werder Bremen
0,2023-08-13,15:30,DFB-Pokal,Round of 64,Sun,Away,W,2,0,SV Oberachern,,,76.0,24500,Vincenzo Grifo,3-5-2,Richard Hempel,Match Report,,30.0,11.0,,,0,0,7.0,2.0,,,0,0,2024,Freiburg
1,2023-08-19,15:30,Bundesliga,Matchweek 1,Sat,Away,W,2,1,Hoffenheim,2.6,1.4,50.0,25890,Christian Günter,4-2-2-2,Sven Jablonski,Match Report,,18.0,7.0,14.8,0.0,0,0,22.0,4.0,17.6,0.0,0,0,2024,Freiburg
2,2023-08-26,15:30,Bundesliga,Matchweek 2,Sat,Home,W,1,0,Werder Bremen,2.4,1.0,49.0,34700,Vincenzo Grifo,4-2-2-2,Benjamin Brand,Match Report,,23.0,7.0,15.6,0.0,0,0,15.0,1.0,19.8,1.0,0,0,2024,Freiburg
