,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,sh_against,sot_against,dist_against,fk_against,pk_against,pkatt_against,season,team
0,2023-08-12,21:00,Ligue 1,Matchweek 1,Sat,Home,D,0,0,Lorient,1.2,0.1,78.0,47000.0,Danilo Pereira,4-3-3,Bastien Dechepy,Match Report,,20.0,4.0,18.9,1.0,0,0,4.0,0.0,27.3,0.0,0,0,2024,Paris Saint Germain
1,2023-08-19,21:00,Ligue 1,Matchweek 2,Sat,Away,D,1,1,Toulouse,2.1,1.2,76.0,27332.0,Marquinhos,4-3-3,Thomas Léonard,Match Report,,15.0,2.0,15.9,0.0,1,1,7.0,1.0,23.1,0.0,1,1,2024,Paris Saint Germain
2,2023-08-26,21:00,Ligue 1,Matchweek 3,Sat,Home,W,3,1,Lens,1.5,0.5,66.0,47864.0,Marquinhos,4-4-2,François Letexier,Match Report,,17.0,6.0,19.9,1.0,0,0,12.0,4.0,19.2,1.0,0,0,2024,Paris Saint Germain
3,2023-09-03,20:45,Ligue 1,Matchweek 4,Sun,Away,W,4,1,Lyon,4.5,2.1,69.0,51657.0,Marquinhos,4-4-2,Eric Wattellier,Match Report,,21.0,7.0,16.0,0.0,1,1,18.0,7.0,16.5,0.0,1,1,2024,Paris Saint Germain
4,2023-09-15,21:00,Ligue 1,Matchweek 5,Fri,Home,L,2,3,Nice,1.0,1.3,69.0,47874.0,Kylian Mbappé,4-3-3,Clément Turpin,Match Report,,12.0,3.0,20.6,1.0,0,0,14.0,8.0,17.0,0.0,0,0,2024,Paris Saint Germain
5,2023-09-19,21:00,Champions Lg,Group stage,Tue,Home,W,2,0,de Dortmund,2.4,0.7,67.0,47379.0,Marquinhos,4-3-3,Jesús Gil,Match Report,,16.0,2.0,18.5,0.0,1,1,14.0,1.0,19.0,0.0,0,0,2024,Paris Saint Germain
6,2023-09-24,20:45,Ligue 1,Matchweek 6,Sun,Home,W,4,0,Marseille,1.9,0.7,76.0,47000.0,Marquinhos,4-4-2,Willy Delajod,Match Report,,15.0,5.0,18.5,2.0,0,0,6.0,0.0,18.3,0.0,0,0,2024,Paris Saint Germain
7,2023-09-30,17:00,Ligue 1,Matchweek 7,Sat,Away,D,0,0,Clermont Foot,3.0,1.0,67.0,10757.0,Marquinhos,4-4-2,Marc Bollengier,Match Report,,21.0,10.0,16.7,0.0,0,0,12.0,3.0,16.9,0.0,0,0,2024,Paris Saint Germain
8,2023-10-04,20:00,Champions Lg,Group stage,Wed,Away,L,1,4,eng Newcastle Utd,0.9,0.9,73.0,52009.0,Marquinhos,4-2-3-1,István Kovács,Match Report,,11.0,2.0,21.4,0.0,0,0,12.0,8.0,17.3,1.0,0,0,2024,Paris Saint Germain
9,2023-10-08,20:45,Ligue 1,Matchweek 8,Sun,Away,W,3,1,Rennes,3.5,1.1,58.0,27734.0,Marquinhos,4-3-3,Benoît Bastien,Match Report,,17.0,7.0,15.5,1.0,0,0,14.0,4.0,16.3,0.0,0,0,2024,Paris Saint Germain
10,2023-10-21,17:00,Ligue 1,Matchweek 9,Sat,Home,W,3,0,Strasbourg,2.0,0.4,76.0,41261.0,Marquinhos,4-2-2-2,Bastien Dechepy,Match Report,,7.0,3.0,14.1,0.0,1,1,7.0,1.0,18.3,0.0,0,0,2024,Paris Saint Germain
11,2023-10-25,21:00,Champions Lg,Group stage,Wed,Home,W,3,0,it Milan,1.3,0.6,61.0,45962.0,Marquinhos,4-3-3,Slavko Vinčič,Match Report,,13.0,7.0,19.2,0.0,0,0,11.0,4.0,18.7,1.0,0,0,2024,Paris Saint Germain
12,2023-10-29,13:00,Ligue 1,Matchweek 10,Sun,Away,W,3,2,Brest,2.1,1.8,56.0,15183.0,Kylian Mbappé,4-2-2-2,Jérôme Brisard,Match Report,,16.0,9.0,18.2,0.0,0,1,21.0,5.0,16.2,0.0,0,0,2024,Paris Saint Germain
13,2023-11-03,21:00,Ligue 1,Matchweek 11,Fri,Home,W,3,0,Montpellier,1.1,0.5,70.0,47647.0,Marquinhos,4-2-2-2,Ruddy Buquet,Match Report,,21.0,9.0,18.7,1.0,0,0,7.0,2.0,21.1,2.0,0,0,2024,Paris Saint Germain
14,2023-11-07,21:00,Champions Lg,Group stage,Tue,Away,L,1,2,it Milan,1.5,1.4,69.0,75649.0,Marquinhos,4-3-3,Jesús Gil,Match Report,,17.0,6.0,17.0,0.0,0,0,16.0,8.0,17.1,2.0,0,0,2024,Paris Saint Germain
15,2023-11-11,17:00,Ligue 1,Matchweek 12,Sat,Away,W,3,0,Reims,2.3,1.3,61.0,20500.0,Marquinhos,4-2-2-2,Willy Delajod,Match Report,,14.0,6.0,16.0,0.0,0,0,19.0,6.0,14.0,1.0,0,0,2024,Paris Saint Germain
16,2023-11-24,21:00,Ligue 1,Matchweek 13,Fri,Home,W,5,2,Monaco,2.6,1.6,54.0,47896.0,Kylian Mbappé,4-3-3,Benoît Bastien,Match Report,,15.0,10.0,16.2,0.0,1,1,14.0,7.0,16.3,0.0,0,0,2024,Paris Saint Germain
17,2023-11-28,21:00,Champions Lg,Group stage,Tue,Home,D,1,1,eng Newcastle Utd,4.4,1.3,72.0,46435.0,Kylian Mbappé,4-3-3,Szymon Marciniak,Match Report,,30.0,6.0,17.9,0.0,1,1,5.0,2.0,17.6,1.0,0,0,2024,Paris Saint Germain
18,2023-12-03,13:00,Ligue 1,Matchweek 14,Sun,Away,W,2,0,Le Havre,1.2,2.0,39.0,23718.0,Kylian Mbappé,4-3-3,Bastien Dechepy,Match Report,,9.0,5.0,18.2,0.0,0,0,22.0,6.0,17.1,1.0,0,0,2024,Paris Saint Germain
19,2023-12-09,21:00,Ligue 1,Matchweek 15,Sat,Home,W,2,1,Nantes,2.0,0.5,65.0,47926.0,Marquinhos,4-3-3,Jérôme Brisard,Match Report,,16.0,6.0,15.3,0.0,0,0,10.0,4.0,19.9,0.0,0,0,2024,Paris Saint Germain
20,2023-12-13,21:00,Champions Lg,Group stage,Wed,Away,D,1,1,de Dortmund,2.8,1.4,59.0,81365.0,Marquinhos,3-4-3,Glenn Nyberg,Match Report,,18.0,5.0,17.3,1.0,0,0,10.0,6.0,19.3,0.0,0,0,2024,Paris Saint Germain
21,2023-12-17,20:45,Ligue 1,Matchweek 16,Sun,Away,D,1,1,Lille,1.4,1.4,59.0,47993.0,Marquinhos,3-4-3,Willy Delajod,Match Report,,9.0,1.0,18.2,0.0,1,1,15.0,3.0,16.4,1.0,0,0,2024,Paris Saint Germain
22,2023-12-20,21:00,Ligue 1,Matchweek 17,Wed,Home,W,3,1,Metz,2.4,0.1,74.0,48229.0,Marquinhos,3-4-3,Ruddy Buquet,Match Report,,13.0,5.0,16.8,1.0,0,0,3.0,1.0,22.6,0.0,0,0,2024,Paris Saint Germain
23,2024-01-03,20:45,Trophée des Champions,Trophée des Champions,Wed,Home,W,2,0,Toulouse,,,65.0,43792.0,Marquinhos,4-3-3,Hakim Ben El Hadj Salem,Match Report,,14.0,5.0,,,0,0,17.0,6.0,,,0,0,2024,Paris Saint Germain
24,2024-01-07,20:45,Coupe de France,Round of 64,Sun,Away,W,9,0,US Revel,,,77.0,9351.0,Kylian Mbappé,4-3-3,Florent Batta,Match Report,,29.0,18.0,,,1,1,9.0,5.0,,,0,0,2024,Paris Saint Germain
25,2024-01-14,20:45,Ligue 1,Matchweek 18,Sun,Away,W,2,0,Lens,1.8,2.1,65.0,38200.0,Marquinhos,4-3-3,Jérôme Brisard,Match Report,,15.0,7.0,16.4,1.0,0,0,16.0,4.0,17.0,0.0,0,1,2024,Paris Saint Germain
26,2024-01-20,20:45,Coupe de France,Round of 32,Sat,Away,W,4,1,Orléans,,,75.0,7238.0,Marquinhos,4-2-3-1,Marc Bollengier,Match Report,,15.0,8.0,,,1,1,10.0,4.0,,,0,0,2024,Paris Saint Germain
27,2024-01-28,20:45,Ligue 1,Matchweek 19,Sun,Home,D,2,2,Brest,2.1,0.7,54.0,47000.0,Kylian Mbappé,4-3-3,Clément Turpin,Match Report,,10.0,4.0,14.1,0.0,0,0,9.0,6.0,17.5,1.0,0,0,2024,Paris Saint Germain
28,2024-02-02,21:00,Ligue 1,Matchweek 20,Fri,Away,W,2,1,Strasbourg,2.0,2.7,62.0,25834.0,Marquinhos,4-3-3,Ruddy Buquet,Match Report,,8.0,4.0,23.7,0.0,0,1,20.0,8.0,16.4,0.0,0,0,2024,Paris Saint Germain
29,2024-02-07,21:10,Coupe de France,Round of 16,Wed,Home,W,3,1,Brest,,,59.0,46895.0,Marquinhos,4-3-3,Benoît Bastien,Match Report,,20.0,8.0,,,0,0,8.0,3.0,,,0,0,2024,Paris Saint Germain
30,2024-02-10,21:00,Ligue 1,Matchweek 21,Sat,Home,W,3,1,Lille,2.8,1.2,52.0,47000.0,Danilo Pereira,4-1-4-1,François Letexier,Match Report,,16.0,8.0,18.0,1.0,0,0,10.0,3.0,15.9,0.0,0,0,2024,Paris Saint Germain
31,2024-02-14,21:00,Champions Lg,Round of 16,Wed,Home,W,2,0,es Real Sociedad,1.2,0.7,62.0,46435.0,Marquinhos,4-3-3,Marco Guida,Match Report,Leg 1 of 2,14.0,6.0,17.4,0.0,0,0,9.0,0.0,15.7,0.0,0,0,2024,Paris Saint Germain
32,2024-02-17,21:00,Ligue 1,Matchweek 22,Sat,Away,W,2,0,Nantes,1.5,1.3,77.0,34038.0,Marquinhos,4-3-3,Jérôme Brisard,Match Report,,11.0,1.0,19.5,0.0,1,1,12.0,6.0,16.5,0.0,0,0,2024,Paris Saint Germain
33,2024-02-25,17:05,Ligue 1,Matchweek 23,Sun,Home,D,1,1,Rennes,1.9,0.8,66.0,47874.0,Kylian Mbappé,4-3-3,Bastien Dechepy,Match Report,,14.0,2.0,19.8,1.0,1,1,3.0,1.0,13.7,0.0,0,0,2024,Paris Saint Germain
34,2024-03-01,21:00,Ligue 1,Matchweek 24,Fri,Away,D,0,0,Monaco,1.5,1.6,68.0,14700.0,Kylian Mbappé,4-3-3,Ruddy Buquet,Match Report,,14.0,7.0,17.9,1.0,0,0,14.0,6.0,14.1,0.0,0,0,2024,Paris Saint Germain
35,2024-03-05,21:00,Champions Lg,Round of 16,Tue,Away,W,2,1,es Real Sociedad,1.4,0.9,56.0,39336.0,Kylian Mbappé,4-3-1-2,Michael Oliver,Match Report,Leg 2 of 2; Paris S-G won,10.0,7.0,16.5,0.0,0,0,14.0,7.0,16.9,0.0,0,0,2024,Paris Saint Germain
36,2024-03-10,13:00,Ligue 1,Matchweek 25,Sun,Home,D,2,2,Reims,1.2,1.3,64.0,46000.0,Danilo Pereira,4-3-3,Willy Delajod,Match Report,,19.0,6.0,14.9,1.0,0,0,8.0,3.0,17.1,0.0,0,0,2024,Paris Saint Germain
37,2024-03-13,21:10,Coupe de France,Quarter-finals,Wed,Home,W,3,1,Nice,,,65.0,47619.0,Kylian Mbappé,4-3-1-2,François Letexier,Match Report,,18.0,6.0,,,0,0,15.0,4.0,,,0,0,2024,Paris Saint Germain
38,2024-03-17,20:45,Ligue 1,Matchweek 26,Sun,Away,W,6,2,Montpellier,1.5,2.3,68.0,19202.0,Kylian Mbappé,4-3-3,Florent Batta,Match Report,,16.0,9.0,18.9,1.0,0,0,11.0,4.0,21.5,0.0,1,1,2024,Paris Saint Germain
39,2024-03-31,20:45,Ligue 1,Matchweek 27,Sun,Away,W,2,0,Marseille,2.1,1.4,53.0,66046.0,Kylian Mbappé,4-3-1-2,Benoît Bastien,Match Report,,8.0,3.0,13.6,0.0,0,0,22.0,10.0,19.4,0.0,0,0,2024,Paris Saint Germain
40,2024-04-03,21:10,Coupe de France,Semi-finals,Wed,Home,W,1,0,Rennes,,,70.0,47879.0,Marquinhos,4-3-1-2,Ruddy Buquet,Match Report,,10.0,6.0,,,0,1,9.0,2.0,,,0,0,2024,Paris Saint Germain
41,2024-04-06,21:00,Ligue 1,Matchweek 28,Sat,Home,D,1,1,Clermont Foot,2.7,0.3,73.0,47607.0,Danilo Pereira,4-3-3,Gaël Angoula,Match Report,,23.0,7.0,14.0,0.0,0,0,6.0,3.0,17.3,1.0,0,0,2024,Paris Saint Germain
42,2024-04-10,21:00,Champions Lg,Quarter-finals,Wed,Home,L,2,3,es Barcelona,1.2,1.9,59.0,47470.0,Marquinhos,4-3-3,Anthony Taylor,Match Report,Leg 1 of 2,18.0,6.0,17.9,0.0,0,0,15.0,6.0,16.9,1.0,0,0,2024,Paris Saint Germain
43,2024-04-16,21:00,Champions Lg,Quarter-finals,Tue,Away,W,4,1,es Barcelona,2.3,1.1,67.0,50309.0,Marquinhos,4-3-3,István Kovács,Match Report,Leg 2 of 2; Paris S-G won,20.0,8.0,17.7,1.0,1,1,7.0,3.0,14.2,0.0,0,0,2024,Paris Saint Germain
44,2024-04-21,21:00,Ligue 1,Matchweek 30,Sun,Home,W,4,1,Lyon,2.3,1.0,63.0,45000.0,Marquinhos,4-2-3-1,François Letexier,Match Report,,14.0,6.0,13.4,0.0,0,0,16.0,6.0,19.0,0.0,0,0,2024,Paris Saint Germain
45,2024-04-24,19:00,Ligue 1,Matchweek 29,Wed,Away,W,4,1,Lorient,1.6,0.9,59.0,16738.0,Kylian Mbappé,4-3-3,Marc Bollengier,Match Report,,15.0,7.0,20.6,0.0,0,0,11.0,6.0,16.7,0.0,0,0,2024,Paris Saint Germain
46,2024-04-27,21:00,Ligue 1,Matchweek 31,Sat,Home,D,3,3,Le Havre,2.6,1.0,77.0,46000.0,Marquinhos,4-2-3-1,Willy Delajod,Match Report,,17.0,4.0,18.5,0.0,0,0,5.0,3.0,21.4,0.0,1,1,2024,Paris Saint Germain
47,2024-05-01,21:00,Champions Lg,Semi-finals,Wed,Away,L,0,1,de Dortmund,1.7,1.7,57.0,81365.0,Marquinhos,4-3-3,Anthony Taylor,Match Report,Leg 1 of 2,14.0,3.0,16.3,0.0,0,0,13.0,4.0,14.7,0.0,0,0,2024,Paris Saint Germain
48,2024-05-07,21:00,Champions Lg,Semi-finals,Tue,Home,L,0,1,de Dortmund,3.0,0.7,69.0,46435.0,Marquinhos,4-3-3,Daniele Orsato,Match Report,Leg 2 of 2; Dortmund won,30.0,5.0,17.5,1.0,0,0,7.0,3.0,13.7,0.0,0,0,2024,Paris Saint Germain
49,2024-05-12,21:00,Ligue 1,Matchweek 33,Sun,Home,L,1,3,Toulouse,2.1,1.6,64.0,47000.0,Kylian Mbappé,4-3-3,Florent Batta,Match Report,,15.0,3.0,16.0,0.0,0,0,18.0,5.0,17.8,1.0,0,0,2024,Paris Saint Germain
50,2024-05-15,21:00,Ligue 1,Matchweek 32,Wed,Away,W,2,1,Nice,1.0,1.4,63.0,33818.0,Marquinhos,4-3-3,Ruddy Buquet,Match Report,,11.0,4.0,19.6,0.0,0,0,12.0,4.0,16.4,0.0,0,0,2024,Paris Saint Germain
51,2024-05-19,21:00,Ligue 1,Matchweek 34,Sun,Away,W,2,0,Metz,2.0,0.9,76.0,28455.0,Danilo Pereira,4-3-3,Gaël Angoula,Match Report,,20.0,7.0,17.3,0.0,0,0,10.0,2.0,15.2,1.0,0,0,2024,Paris Saint Germain
52,2024-05-25,21:00,Coupe de France,Final,Sat,Neutral,W,2,1,Lyon,,,68.0,46577.0,Marquinhos,4-3-3,François Letexier,Match Report,,28.0,11.0,,,0,0,10.0,2.0,,,0,0,2024,Paris Saint Germain
0,2023-08-13,15:00,Ligue 1,Matchweek 1,Sun,Away,W,4,2,Clermont Foot,2.5,1.8,45.0,10453.0,Wissam Ben Yedder,3-4-3,François Letexier,Match Report,,14.0,8.0,14.7,0.0,0,0,15.0,7.0,18.8,1.0,0,0,2024,Monaco
1,2023-08-20,19:00,Ligue 1,Matchweek 2,Sun,Home,W,3,0,Strasbourg,0.9,0.5,56.0,10100.0,Wissam Ben Yedder,3-4-3,Ruddy Buquet,Match Report,,9.0,4.0,18.1,0.0,0,0,4.0,1.0,17.3,1.0,0,0,2024,Monaco
2,2023-08-25,21:00,Ligue 1,Matchweek 3,Fri,Away,D,3,3,Nantes,3.3,1.0,65.0,28429.0,Wissam Ben Yedder,3-4-3,Jérémie Pignard,Match Report,,27.0,9.0,17.4,1.0,0,0,2.0,2.0,17.5,0.0,1,1,2024,Monaco
3,2023-09-02,21:00,Ligue 1,Matchweek 4,Sat,Home,W,3,0,Lens,0.9,0.6,52.0,9600.0,Wissam Ben Yedder,3-4-3,Willy Delajod,Match Report,,12.0,6.0,19.0,0.0,0,0,12.0,1.0,18.7,1.0,0,0,2024,Monaco
4,2023-09-17,13:00,Ligue 1,Matchweek 5,Sun,Away,D,2,2,Lorient,1.7,0.9,59.0,15247.0,Wissam Ben Yedder,3-4-3,Marc Bollengier,Match Report,,20.0,6.0,15.9,0.0,0,0,10.0,3.0,20.5,0.0,0,0,2024,Monaco
5,2023-09-22,21:00,Ligue 1,Matchweek 6,Fri,Home,L,0,1,Nice,1.8,0.9,55.0,10075.0,Youssouf Fofana,3-4-3,Benoît Millot,Match Report,,7.0,1.0,23.5,0.0,0,2,13.0,7.0,16.1,0.0,0,0,2024,Monaco
6,2023-09-30,21:00,Ligue 1,Matchweek 7,Sat,Home,W,3,2,Marseille,1.0,1.0,46.0,10200.0,Wissam Ben Yedder,3-4-1-2,Benoît Bastien,Match Report,,10.0,7.0,15.9,0.0,0,0,8.0,4.0,17.7,0.0,0,0,2024,Monaco
7,2023-10-07,21:00,Ligue 1,Matchweek 8,Sat,Away,W,3,1,Reims,1.2,1.5,46.0,19000.0,Wissam Ben Yedder,3-4-1-2,Hakim Ben El Hadj Salem,Match Report,,11.0,4.0,13.3,0.0,0,0,10.0,3.0,18.6,0.0,1,1,2024,Monaco
8,2023-10-22,17:05,Ligue 1,Matchweek 9,Sun,Home,W,2,1,Metz,2.0,1.0,75.0,6200.0,Wissam Ben Yedder,4-2-2-2,Romain Lissorgue,Match Report,,27.0,13.0,20.0,1.0,0,0,8.0,4.0,22.2,0.0,0,0,2024,Monaco
9,2023-10-29,15:00,Ligue 1,Matchweek 10,Sun,Away,L,0,2,Lille,0.6,0.5,59.0,40046.0,Wissam Ben Yedder,4-1-3-2,Clément Turpin,Match Report,,16.0,6.0,20.0,2.0,0,0,7.0,5.0,21.1,2.0,0,0,2024,Monaco
10,2023-11-05,17:05,Ligue 1,Matchweek 11,Sun,Home,W,2,0,Brest,0.8,0.8,46.0,9244.0,Youssouf Fofana,3-4-3,Eric Wattellier,Match Report,,12.0,6.0,17.0,0.0,0,0,15.0,1.0,17.0,0.0,0,0,2024,Monaco
11,2023-11-11,21:00,Ligue 1,Matchweek 12,Sat,Away,D,0,0,Le Havre,0.6,1.4,62.0,23008.0,Wissam Ben Yedder,3-4-3,Thomas Léonard,Match Report,,10.0,4.0,22.5,0.0,0,0,8.0,4.0,22.9,0.0,0,1,2024,Monaco
12,2023-11-24,21:00,Ligue 1,Matchweek 13,Fri,Away,L,2,5,Paris S-G,1.6,2.6,46.0,47896.0,Guillermo Maripán,3-4-3,Benoît Bastien,Match Report,,14.0,7.0,16.3,0.0,0,0,15.0,10.0,16.2,0.0,1,1,2024,Monaco
13,2023-12-03,15:00,Ligue 1,Matchweek 14,Sun,Home,W,2,0,Montpellier,2.2,0.9,63.0,4599.0,Guillermo Maripán,4-2-3-1,Jeremy Stinat,Match Report,,27.0,9.0,18.3,0.0,0,0,9.0,3.0,22.8,0.0,0,0,2024,Monaco
14,2023-12-09,17:00,Ligue 1,Matchweek 15,Sat,Away,W,2,1,Rennes,0.9,1.7,53.0,26856.0,Youssouf Fofana,3-4-3,Clément Turpin,Match Report,,12.0,5.0,16.7,1.0,0,0,14.0,4.0,18.3,1.0,1,1,2024,Monaco
15,2023-12-15,21:00,Ligue 1,Matchweek 16,Fri,Home,L,0,1,Lyon,1.3,0.7,60.0,6000.0,Youssouf Fofana,3-4-3,Ruddy Buquet,Match Report,,19.0,4.0,18.4,0.0,0,0,5.0,2.0,19.7,2.0,0,0,2024,Monaco
16,2023-12-20,21:00,Ligue 1,Matchweek 17,Wed,Away,W,2,1,Toulouse,1.9,1.4,45.0,23881.0,Wissam Ben Yedder,3-5-2,Jérôme Brisard,Match Report,,11.0,3.0,19.7,1.0,1,1,20.0,5.0,14.9,0.0,0,0,2024,Monaco
17,2024-01-07,14:30,Coupe de France,Round of 64,Sun,Away,D,2 (6),2 (5),Lens,,,43.0,37571.0,Wissam Ben Yedder,3-4-1-2,Bastien Dechepy,Match Report,Monaco won on penalty kicks following extra time,9.0,5.0,,,0,0,25.0,7.0,,,0,0,2024,Monaco
18,2024-01-13,17:00,Ligue 1,Matchweek 18,Sat,Home,L,1,3,Reims,1.2,1.5,56.0,4231.0,Wissam Ben Yedder,3-4-3,François Letexier,Match Report,,9.0,5.0,18.1,1.0,0,0,12.0,5.0,20.1,0.0,0,0,2024,Monaco
19,2024-01-20,17:30,Coupe de France,Round of 32,Sat,Away,W,3,1,Rodez Aveyron,,,67.0,3236.0,Wissam Ben Yedder,3-4-3,Jeremy Stinat,Match Report,,11.0,4.0,,,1,1,17.0,7.0,,,0,0,2024,Monaco
20,2024-01-27,21:00,Ligue 1,Matchweek 19,Sat,Away,D,2,2,Marseille,0.5,2.4,32.0,63029.0,Wissam Ben Yedder,3-4-3,Willy Delajod,Match Report,,6.0,5.0,19.7,0.0,0,0,22.0,9.0,15.9,0.0,0,0,2024,Monaco
21,2024-02-04,13:00,Ligue 1,Matchweek 20,Sun,Home,D,1,1,Le Havre,1.4,0.1,61.0,9047.0,Wissam Ben Yedder,3-5-2,Jérôme Brisard,Match Report,,17.0,5.0,15.3,0.0,0,0,3.0,0.0,20.8,0.0,0,0,2024,Monaco
22,2024-02-08,20:45,Coupe de France,Round of 16,Thu,Away,D,1 (5),1 (6),FC Rouen,,,67.0,9219.0,Youssouf Fofana,3-4-3,Ruddy Buquet,Match Report,FC Rouen won on penalty kicks following normal time,13.0,3.0,,,1,1,10.0,4.0,,,0,0,2024,Monaco
23,2024-02-11,20:45,Ligue 1,Matchweek 21,Sun,Away,W,3,2,Nice,1.7,2.1,53.0,24788.0,Wissam Ben Yedder,4-3-3,Eric Wattellier,Match Report,,9.0,5.0,15.6,0.0,0,0,14.0,4.0,16.5,0.0,1,1,2024,Monaco
24,2024-02-18,15:00,Ligue 1,Matchweek 22,Sun,Home,L,1,2,Toulouse,1.7,1.4,65.0,4702.0,Denis Zakaria,4-3-3,Benoît Bastien,Match Report,,22.0,5.0,18.3,0.0,0,0,14.0,7.0,17.5,2.0,0,0,2024,Monaco
25,2024-02-25,13:00,Ligue 1,Matchweek 23,Sun,Away,W,3,2,Lens,2.3,2.9,40.0,37992.0,Wissam Ben Yedder,4-4-2,François Letexier,Match Report,,14.0,7.0,18.1,0.0,0,1,20.0,10.0,13.0,0.0,0,0,2024,Monaco
26,2024-03-01,21:00,Ligue 1,Matchweek 24,Fri,Home,D,0,0,Paris S-G,1.6,1.5,32.0,14700.0,Wissam Ben Yedder,4-4-2,Ruddy Buquet,Match Report,,14.0,6.0,14.1,0.0,0,0,14.0,7.0,17.9,1.0,0,0,2024,Monaco
27,2024-03-10,15:00,Ligue 1,Matchweek 25,Sun,Away,W,1,0,Strasbourg,1.3,0.4,66.0,25391.0,Wissam Ben Yedder,4-4-2,Clément Turpin,Match Report,,17.0,6.0,15.5,1.0,0,0,8.0,1.0,15.4,0.0,0,0,2024,Monaco
28,2024-03-17,15:00,Ligue 1,Matchweek 26,Sun,Home,D,2,2,Lorient,2.5,0.8,51.0,5090.0,Wissam Ben Yedder,4-2-3-1,Bastien Dechepy,Match Report,,22.0,8.0,14.2,0.0,0,0,11.0,6.0,15.9,0.0,0,0,2024,Monaco
29,2024-03-30,17:00,Ligue 1,Matchweek 27,Sat,Away,W,5,2,Metz,2.4,2.1,64.0,26661.0,Wissam Ben Yedder,4-2-3-1,Eric Wattellier,Match Report,,17.0,7.0,15.7,0.0,0,0,13.0,7.0,14.8,0.0,0,0,2024,Monaco
30,2024-04-07,17:05,Ligue 1,Matchweek 28,Sun,Home,W,1,0,Rennes,2.0,1.3,52.0,6634.0,Wissam Ben Yedder,4-2-3-1,Stéphanie Frappart,Match Report,,16.0,5.0,18.1,1.0,0,0,12.0,7.0,18.9,1.0,0,0,2024,Monaco
31,2024-04-21,17:05,Ligue 1,Matchweek 30,Sun,Away,W,2,0,Brest,0.9,0.6,44.0,14856.0,Youssouf Fofana,4-2-3-1,Ruddy Buquet,Match Report,,8.0,3.0,17.6,1.0,0,0,12.0,2.0,18.2,0.0,0,0,2024,Monaco
32,2024-04-24,21:00,Ligue 1,Matchweek 29,Wed,Home,W,1,0,Lille,1.6,1.3,43.0,9000.0,Wissam Ben Yedder,4-4-2,Clément Turpin,Match Report,,19.0,7.0,16.9,0.0,0,0,13.0,4.0,17.4,0.0,0,0,2024,Monaco
33,2024-04-28,19:00,Ligue 1,Matchweek 31,Sun,Away,L,2,3,Lyon,1.7,2.2,53.0,55539.0,Wissam Ben Yedder,4-2-2-2,Bastien Dechepy,Match Report,,13.0,5.0,15.7,0.0,0,0,15.0,4.0,12.6,0.0,0,0,2024,Monaco
34,2024-05-04,17:00,Ligue 1,Matchweek 32,Sat,Home,W,4,1,Clermont Foot,3.6,1.4,62.0,7256.0,Wissam Ben Yedder,4-4-2,Hakim Ben El Hadj Salem,Match Report,,23.0,8.0,14.7,0.0,0,0,9.0,1.0,16.7,1.0,0,0,2024,Monaco
35,2024-05-12,21:00,Ligue 1,Matchweek 33,Sun,Away,W,2,0,Montpellier,2.3,1.1,55.0,14829.0,Wissam Ben Yedder,3-1-4-2,Stéphanie Frappart,Match Report,,19.0,8.0,18.4,1.0,0,0,14.0,3.0,23.8,0.0,0,0,2024,Monaco
36,2024-05-19,21:00,Ligue 1,Matchweek 34,Sun,Home,W,4,0,Nantes,1.5,1.0,62.0,7343.0,Wissam Ben Yedder,4-4-2,Romain Lissorgue,Match Report,,9.0,5.0,21.0,0.0,1,1,6.0,2.0,18.2,2.0,0,0,2024,Monaco
0,2023-08-13,13:00,Ligue 1,Matchweek 1,Sun,Home,W,3,2,Lens,2.5,0.7,48.0,15085.0,Brendan Chardonnet,4-2-3-1,Jérémie Pignard,Match Report,,13.0,6.0,20.9,1.0,2,2,8.0,2.0,16.2,0.0,0,0,2024,Brest
1,2023-08-20,15:00,Ligue 1,Matchweek 2,Sun,Away,W,2,1,Le Havre,1.1,1.2,44.0,19574.0,Brendan Chardonnet,4-3-3,Florent Batta,Match Report,,10.0,5.0,15.4,0.0,0,0,18.0,7.0,18.2,0.0,0,0,2024,Brest
2,2023-08-26,19:00,Ligue 1,Matchweek 3,Sat,Away,L,0,2,Marseille,1.5,2.9,56.0,63592.0,Brendan Chardonnet,4-3-3,Jeremy Stinat,Match Report,,18.0,6.0,16.7,0.0,0,0,15.0,6.0,12.9,0.0,0,0,2024,Brest
3,2023-09-02,17:00,Ligue 1,Matchweek 4,Sat,Home,D,0,0,Rennes,1.4,0.3,48.0,15021.0,Brendan Chardonnet,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,13.0,2.0,17.4,1.0,0,0,6.0,3.0,18.1,0.0,0,0,2024,Brest
4,2023-09-17,15:00,Ligue 1,Matchweek 5,Sun,Away,W,2,1,Reims,1.5,1.7,48.0,12948.0,Brendan Chardonnet,4-3-3,Gaël Angoula,Match Report,,18.0,5.0,17.5,1.0,0,0,13.0,7.0,16.3,1.0,0,0,2024,Brest
5,2023-09-23,21:00,Ligue 1,Matchweek 6,Sat,Home,W,1,0,Lyon,2.4,0.4,57.0,14636.0,Brendan Chardonnet,4-2-3-1,Thomas Léonard,Match Report,,27.0,11.0,15.6,0.0,0,0,6.0,3.0,25.1,0.0,0,0,2024,Brest
